PATH1	DURATION1	PATH2	DURATION2	OFFSET	TRANSCRIPT
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0142.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0142.wav	1.353625	0.061375	fork
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0054.wav	1.95	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0054.wav	1.425	-0.024125	shoot
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0050.wav	4.5	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0050.wav	3.599125	0.445875	Get a calico cat to keep.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0004.wav	2.4	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0004.wav	1.539875	0.335125	rock
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0090.wav	4.65	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0090.wav	4.0575625	0.1074375	Aluminum silverware can often be flimsy.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0159.wav	1.8	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0159.wav	1.215375	0.119625	chip
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0029.wav	5.7	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0029.wav	5.083	0.437	xxx
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0108.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0108.wav	1.1994375	0.4355625	best
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0072.wav	2.1	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0072.wav	1.237625	0.137375	bed
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0040.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0040.wav	1.5803125	0.2396875	xxx
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0041.wav	4.95	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0041.wav	4.49	-1.57725	Most young rise early every morning.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0149.wav	2.55	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0149.wav	1.77275	0.3273125	shoot
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0043.wav	1.95	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0043.wav	1.0249375	0.3150625	nice
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0135.wav	6.0	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0135.wav	5.3653125	0.0496875	Etiquette mandates compliance with existing regulations.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0083.wav	3.0	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0083.wav	2.031	0.424	It was only
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0079.wav	1.8	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0079.wav	1.4964375	0.0885625	snake
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0115.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0115.wav	1.2085	0.3865	rip
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0132.wav	1.95	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0132.wav	0.911875	0.453125	meats
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0175.wav	2.1	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0175.wav	1.510625	0.334375	xxx
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0033.wav	2.7	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0033.wav	1.957125	0.462875	quart
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0107.wav	3.6	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0107.wav	2.601625	0.3734375	A good attitude is unbeatable.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0121.wav	3.0	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0121.wav	1.9270625	0.3579375	The pair of shoes was new.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0052.wav	3.15	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0052.wav	2.30425	0.31075	He took me out one day.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0067.wav	2.7	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0067.wav	2.705	-0.04525	Each one volunteered to jump first.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0158.wav	2.55	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0158.wav	1.78825	0.11675	brought
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0086.wav	2.55	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0086.wav	1.679875	0.040125	sip
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0005.wav	2.7	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0005.wav	1.7248125	0.4501875	shop
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0066.wav	1.5	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0066.wav	1.5	-0.022625	eat
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0076.wav	2.1	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0076.wav	1.3768125	0.08325	hat
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0081.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0081.wav	1.8935625	0.1164375	chop
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0016.wav	3.0	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0016.wav	2.055	0.4650625	sierra
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0020.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0020.wav	1.6408125	0.2741875	pit
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0069.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0069.wav	1.4775	0.0425	sheet
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0155.wav	2.55	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0155.wav	1.8253125	0.2446875	fork
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0147.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0147.wav	0.9216875	0.413375	up
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0077.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0077.wav	1.62625	0.04875	bitter
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0099.wav	3.0	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0099.wav	2.1986875	0.0013125	The hotel owner shrugged.
/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_arrayMic/0003.wav	3.3	/home/shubham/TensorFlowASR/data/F/F03/Session3/wav_headMic/0003.wav	2.55925	0.3508125	sitter
